,model_name,year
0,Fire/Rescue Electra Glide,2010 - 2011
1,Fire/Rescue Road King,2010 - 2012
2,Fire/Rescue Electra Glide,2008 - 2009
3,Fire/Rescue Road King,2008 - 2009
4,Fire/Rescue Electra Glide,2007 - 2008
5,Fire/Rescue Road King,2007 - 2008
