,model_name,year
0,SPORT GLIDE,2018 - Present
1,Sport Glide,1988 - 1989
2,Sport Glide,1987 - 1988
3,Sport Glide,1986 - 1987
4,Sport Glide,1985 - 1986
5,Sport Glide,1984 - 1985
6,Sport Glide,1983 - 1984
7,Sport Glide,1982 - 1983
